utt,Speaker name,TTS or VC,Is multi-speaker?,Language,Gender,Age,Noise type 1,Noise type 2,Noise type 3,Source link,Collector,label,vocosig_feat_embedded,aasistssl_feat_embedded,btse_feat_embedded
choigangbaseball_talk_9_6,"Jung YongGum, Jung YiYoon",-,Yes,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/tQEXsNWLF5g?si=z47ch3ZY0CO1tonY,INSEOK LEE,bonafide,[22.773296  4.833798],[27.8837  -9.19617],[17.820503  -1.9486033]
MissYou_ImJaeBum_1,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/cOMlxeng9D0?si=f-dxjlFyhYVc42aR,INSEOK LEE,spoof,[  9.847038 -16.654764],[ 1.6841652 55.954304 ],[-35.402847  12.497995]
AI_PARKMYUNGSOO_NEWJEANS_10,PARK MYUNGSOO,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=aI7C5zK_2Ns,KWONWOO JEONG,spoof,[ -6.7765865 -37.24077  ],[  2.4681156 -11.554465 ],[-22.734873  -10.6125765]
20230920_yagubujang_10,PARK JAEHO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=Dp0_9HnIiJ4,KWONWOO JEONG,bonafide,[48.5888   -4.458573],[-33.812183   -3.5141392],[31.721148 36.826366]
2022_03_13_AI_WEATHER_7,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=E1XjlH0eiCM,KWONWOO JEONG,spoof,[-6.807418 47.093098],[ 36.952515 -20.271536],[15.913569 50.504574]
SportsOneChaser_4,TTS_SportsOneChaser,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=eEm-nvXFzsE,WOONGJAE LEE,spoof,[-40.92817  -24.476171],[-18.996302  14.372534],[32.252026  -6.8447876]
LOL_Combi_8,TTS_ByungChoon,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/AttUNwGaqbE?si=EDpth6-4bzaLrwV-,INSEOK LEE,spoof,[-4.702374 11.264364],[ 49.561848 -14.519174],[-5.1309266 48.332703 ]
GD_AIcover_HypeBoy_1,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/2wHfMukP4hk?si=6nmOX8lotxo1-Ven,INSEOK LEE,spoof,[ -3.1327283 -50.905743 ],[ 0.08310042 -6.144541  ],[ -7.234859 -52.385044]
20230927_ytnweather_5,WON LEE DA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=L-I_XTjBax8,KWONWOO JEONG,bonafide,[44.569885 11.097525],[-32.706684    -0.70416325],[ 5.436258 52.414597]
20230925_sbsnews6_4,SON SEUNGWOOK,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=4jsXXJs2t5g,KWONWOO JEONG,bonafide,[38.792362 16.895325],[-7.680088  -3.2919629],[ 18.2605   -17.410366]
KwonEunBi_6,TTS_Human_Addict,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/Bxmnp2fzf4g?si=8lKrCLJqyPpqekFb,INSEOK LEE,spoof,[-32.457172  31.614298],[-3.5605872  2.7687552],[ 11.778381 -19.44058 ]
elle_hanni_9,HANNI,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=KoTbLLK9-UM,KWONWOO JEONG,bonafide,[-19.23092   13.425716],[-11.208566  33.186844],[-19.904078    7.1371274]
centorofrumor_9,centorofrumor,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=a0WnZEfXTK8,WOONGJAE LEE,spoof,[48.199757    0.86341673],[-12.003494  28.65961 ],[37.88169  15.695558]
20230927_ytnweather_6,WON LEE DA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=L-I_XTjBax8,KWONWOO JEONG,bonafide,[35.692776 21.358236],[-38.03543      0.22102612],[ 8.275395 52.487404]
todayistoday_6,TTS_todayistoday,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=jR2VnNH1Zek,WOONGJAE LEE,spoof,[21.47592 32.06312],[ 24.605413 -13.404409],[ 0.92994654 51.30914   ]
ZeroTang_7,TTS_39sec(Syolin),TTS,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/fRvcO03K64A?si=RAxmOHrZ0ienW0-s,INSEOK LEE,spoof,[-40.089565   5.834836],[-46.719433 -18.238552],[35.319046   -0.51599485]
TED_Rabbit_5,Alex Gendler,-,No,English,Male,Adult,-,-,-,https://youtu.be/XU5L4Sr93-g?si=NiVc1CPHATlgRSjw,INSEOK LEE,bonafide,[32.054306 24.376602],[11.123835 52.194702],[15.085673 16.81068 ]
YTNScienceToday_Love_2,Lee HyoJong,-,No,Korean,Male,Adult,Music,Sound effect,-,https://youtu.be/2KKk6ySUPjI?si=AoQyUOl42uqsx5dx,INSEOK LEE,bonafide,[-20.372536 -10.312013],[ 13.2622175 -20.508577 ],[35.253033   -0.08924054]
JangBeomJune_AIcover_monologue_10,JangBeomJune,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uD79n8tjETs&list=PLd3BT7SpH7gmGQCATURscUYrwPyKx8x8A,WOONGJAE LEE,spoof,[ 12.928626 -47.95625 ],[28.01382 33.11882],[-26.05948  -48.176144]
parkeunbin_interview_8,PARK EUN BIN,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=3oob_1cAvRI,KWONWOO JEONG,bonafide,[-22.709532 -17.685719],[-33.05514    8.986712],[-52.92269    7.421883]
KoreaWales_soccergame_6,SPORT CASTER1,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=XYgW7H_oK6U,WOONGJAE LEE,bonafide,[44.16609   9.178041],[-47.40093  -12.662817],[37.42392  14.376891]
2021_12_21_AI_WEATHER_8,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof,[-20.278929   -4.5355206],[ 38.6653   -21.970425],[ 10.127453 -62.771526]
230824_hanmoonchul_3,Han Moon Chul,-,No,Korean,Male,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=H3qkiSMFYI0,WOONGJAE LEE,bonafide,[39.10643 18.19668],[-36.869823   8.504716],[-46.753517   8.303148]
Conan_WhiteHouseSpeech_8,Conan,-,No,English,Male,Adult,Crowded,Reverb,-,https://youtu.be/mAMN2ffEUBc?si=M-J1s6UXU0azTzrH,INSEOK LEE,bonafide,[34.285583 21.858915],[-46.727215 -13.397646],[ 20.801605 -55.775948]
230914_Yonhap_Messi_5,Go HyunSil,-,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/YOgGBg9yD8M?si=W3xTPwXN7zITtgNs,INSEOK LEE,bonafide,[-21.741013 -15.844901],[26.964851 40.17945 ],[-36.96369   -2.720441]
TED_Blob_Riddle_4,Dan Finkel,-,No,English,Male,Adult,-,-,-,https://youtu.be/4peuImhJj44?si=v5Q4nBG83cTBiu7M,INSEOK LEE,bonafide,[36.075706 21.737309],[-32.74258    -0.7226355],[14.978745 33.33645 ]
KLAB_Argentina_6,Ha SangSeop,-,No,Korean,Male,Adult,Music,Sound effect,-,https://youtu.be/D8g4LHQln94?si=IwHykEUOIllAEVc9,INSEOK LEE,bonafide,[ 17.052036 -41.855717],[27.587088 -9.091822],[17.154573 45.501366]
jeongdongwon_9,JEONG DONGWON,-,No,Korean,Male,Teenager,-,-,-,https://www.youtube.com/watch?v=k9NJZnFeois,KWONWOO JEONG,bonafide,[-44.845394    1.7955663],[ 40.3041   -12.181233],[17.378813 18.501846]
YumiPick_2,TTS_Chutul,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtu.be/5_U7HiM_ZGE?si=a6Wh79Y-9N51GhZS,INSEOK LEE,spoof,[-29.242105  39.62661 ],[ 13.141905 -21.010592],[ -3.2452528 -18.629562 ]
2021_10_05_AI_WEATHER_1,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=lPfSRUZx_bQ,KWONWOO JEONG,spoof,[-43.939365   2.643265],[  4.708125 -16.117126],[22.996069 35.62317 ]
tvshow_radiostar_5,VARIOUS COMEDIAN,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=VYouryzXhQI,KWONWOO JEONG,bonafide,[ 16.069485 -44.163666],[-44.400818 -16.637661],[-21.592093   -7.6762996]
kane_clip_5,CHOI JINWOO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=GCPENiWFySI,KWONWOO JEONG,bonafide,[-28.43891   39.944477],[-45.489475 -15.83388 ],[25.079777 44.234337]
HANI_AIcover_OffMyFace_2,HANI,VC,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_jcDqhQCmK4,WOONGJAE LEE,spoof,[ 5.96115  -9.794975],[-47.257072 -10.552492],[34.92639    -0.34229204]
20230106_chuninbeom_6,CHUN INBEOM,-,No,Korean,Male,Elder,Music,Sound effect,-,https://www.youtube.com/watch?v=0H5-DFnuLdI,KWONWOO JEONG,bonafide,[-45.086807 -21.877838],[-49.91268  -30.867891],[ 9.30986  34.867035]
Double_2,TTS_Baseball,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/SSgZZeVSFBs?si=7wHRf6tDCCSr6Xzk,INSEOK LEE,spoof,[ -6.3723235 -35.655197 ],[31.713326 -9.354048],[-28.662443   -6.9536667]
230716_Physical_7,Lee KangIn,-,No,Korean,Male,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=SXSTtz25f-Y,WOONGJAE LEE,bonafide,[ 4.96247  -6.818781],[-4.6704717  -0.36830363],[-35.160053 -36.681076]
MissYou_ImJaeBum_3,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/cOMlxeng9D0?si=f-dxjlFyhYVc42aR,INSEOK LEE,spoof,[ 11.043433 -49.93558 ],[-18.812841  19.10359 ],[-8.5398245  2.5305429]
230914_YTN_Yeogabu_1,Jeong JiWoong,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/9_5LaAdEgEI?si=ilbiXnL1gzRC_WWf,INSEOK LEE,bonafide,[ 52.392494 -21.780489],[-16.623592  19.9614  ],[25.172115 44.372005]
GD_AIcover_HypeBoy_7,G-Dragon,VC,No,Mixed,Male,Adult,Music,-,-,https://youtu.be/2wHfMukP4hk?si=6nmOX8lotxo1-Ven,INSEOK LEE,spoof,[ -5.114551 -48.638382],[-19.82884   17.523119],[-9.9109335  4.257454 ]
20230921_mbc_weather_4,OH YOANNA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=T4WDT4G3pxU,KWONWOO JEONG,bonafide,[-31.378891  34.58045 ],[ 37.25132 -23.52052],[ 9.278411 52.512657]
20230914sbsenter_6,NEWS CASTER,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=UaOf9_zSr0c,KWONWOO JEONG,bonafide,[-27.31088  -22.771477],[-14.428636  26.269775],[-39.595997    2.8780012]
230917_MBCNEWS_PaikJongWon_2,Kwak Seung Gyu,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/FGecEhX-ToA?si=gNxSJOMhcj-QETqr,INSEOK LEE,bonafide,[43.47334  11.480908],[-41.657486  -5.448245],[25.912848 41.378128]
ESPN_POGBA_4,INTERVIEWEE_2,-,No,English,Male,Elder,Music,-,-,https://youtu.be/JdIZ7cBvmu8?si=jl_gXcqGS70fLg5Y,INSEOK LEE,bonafide,[21.126171  8.09664 ],[41.41429  -8.513285],[3.5370831 1.9004995]
TED_BridgeRiddle_8,Alex Gendler,-,No,English,Male,Adult,Music,-,-,https://youtu.be/7yDmGnA8Hw0?si=24emSO9V9E9YLTJz,INSEOK LEE,bonafide,[18.317327 34.52938 ],[22.705437 48.983356],[-42.651558    1.3472736]
meanissue_3,TTS_meanissue,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=3QE7b9xHius,WOONGJAE LEE,spoof,[36.015007 20.518145],[-26.494844  12.139835],[-46.553345   8.44315 ]
HongChul_2,TTS_MoJi,TTS,No,Korean,Male,Child,Music,Sound effect,-,https://youtu.be/BZjaztfsyDc?si=z0nC9t-09qxS3qUt,INSEOK LEE,spoof,[-21.16707  -14.206022],[-48.939835 -12.731544],[  5.1023297 -19.838995 ]
2022_03_13_AI_WEATHER_5,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=E1XjlH0eiCM,KWONWOO JEONG,spoof,[-28.15558  -23.262823],[ 45.416203 -13.189671],[ 3.9927719 52.677967 ]
hotsikdang_ramen_3,Kim Seon eung,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=HuJnbybtB0o,WOONGJAE LEE,bonafide,[-30.93107  36.45096],[  1.1455721 -13.170759 ],[37.29787  19.016235]
Winter_AIcover_LoveRunAway_10,Winter,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_VWwcfmvBHQ,WOONGJAE LEE,spoof,[-20.311743  13.021321],[18.564777 51.20211 ],[-2.2371562  5.20146  ]
NDH_Blueclub_7,NDH_Blueclub,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=l1mUUp0puys,WOONGJAE LEE,spoof,[-10.693249  13.365259],[-47.502453 -31.60333 ],[26.1913   44.214016]
TOTLIV_INTERVIEW_7,Ange Postecoglou,-,No,English,Male,Adult,Random noise,-,-,https://youtu.be/-CLG0ID3KFo?si=WyWE83ZJkEqXNP6F,INSEOK LEE,bonafide,[23.271791 -8.983949],[-23.667564  17.187473],[-34.468735 -35.21403 ]
TED_benifits_of_bilingual_7,Mia Nacamulli,-,No,English,Female,Adult,-,-,-,https://youtu.be/MMmOLN5zBLY?si=oZ4239CxG4ekmtJ3,INSEOK LEE,bonafide,[22.825344 33.842175],[-13.850828  16.480238],[17.579706 31.76017 ]
TED_Rabbit_9,Alex Gendler,-,No,English,Male,Adult,-,-,-,https://youtu.be/XU5L4Sr93-g?si=NiVc1CPHATlgRSjw,INSEOK LEE,bonafide,[46.941456   3.3213766],[38.453423 19.256344],[-53.83496     6.6383724]
brothers_karamazov_maleAI_8,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof,[37.9044   17.736773],[-59.80747   -13.2660055],[11.392655 26.049322]
HANI_AIcover_Pretty_6,HANI,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=VxrDni7vfOY,WOONGJAE LEE,spoof,[-28.702398  10.631887],[22.74018  44.285408],[-10.51304   6.17853]
ggondaehee_moonseyoon_5,Moon Se Yoon,-,No,Korean,Male,Adult,Reverb,-,-,https://www.youtube.com/watch?v=nXdwi_PS2p8,WOONGJAE LEE,bonafide,[-20.848383 -13.096627],[ 7.0294604 54.160812 ],[-34.543945 -35.57736 ]
230708_SBS_AI_4,Yoon YoungHyun,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=3R7ys0mEmaI,WOONGJAE LEE,bonafide,[-46.502777 -20.640314],[ 18.722336 -24.49505 ],[ 1.777334 49.860806]
230913_SBSNEWS_Iphone_1,Kim Ga Hyun,-,No,Korean,Female,Adult,-,-,-,https://youtu.be/P3mlO4XdgR8?si=fROvPcLg_cmJl4hV,INSEOK LEE,bonafide,[ 52.242325 -20.796146],[-13.600533  35.40134 ],[-51.9083      4.2230077]
20230914sbsenter_1,NEWS CASTER,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=UaOf9_zSr0c,KWONWOO JEONG,bonafide,[-22.7856   -18.047688],[29.773386 30.98084 ],[-43.8903      8.5872135]
MissYou_ImJaeBum_6,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/cOMlxeng9D0?si=f-dxjlFyhYVc42aR,INSEOK LEE,spoof,[ 14.911886 -46.289555],[-16.996365  22.85244 ],[-23.293022 -48.070137]
Chutul_Cookie_1,TTS_Chutul,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/dauKQH6capM?si=ui-88PuWWOU1qgNT,INSEOK LEE,spoof,[-50.708504 -11.932256],[-14.016934  16.731318],[-10.370063 -58.003952]
Leesooji_naver_10,TTS_LeeSooJi,TTS,No,Korean,Female,Adult,-,-,-,https://clovadubbing.naver.com/project/2832923,WOONGJAE LEE,spoof,[1.5146878 0.674015 ],[-43.730434 -32.472275],[-3.6820896 43.52516  ]
2022_11_19_AI_WEATHER_6,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=dqkJgpxh6tw,KWONWOO JEONG,spoof,[42.968018 10.985223],[ 37.52243  -20.726936],[13.139369 40.167248]
centorofrumor_10,centorofrumor,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=a0WnZEfXTK8,WOONGJAE LEE,spoof,[23.407253 31.762547],[-6.4736505 48.06315  ],[  3.7277443 -19.64358  ]
20230920_yagubujang_4,PARK JAEHO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=Dp0_9HnIiJ4,KWONWOO JEONG,bonafide,[45.60937    5.9534674],[-41.99602  -20.644375],[16.711195 50.57843 ]
LOL_WORLDS_REACTION_3,TTS_Hmi,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/V-cKu6-o4lE?si=4Qzau_jWntoUmA0w,INSEOK LEE,spoof,[-50.28874  -14.251585],[  4.6083117 -24.650358 ],[  9.823917 -61.36016 ]
ImJaeBum_HypeBoy_3,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/Fksv08A3-dE?si=epuQqKj9NPJWagGX,INSEOK LEE,spoof,[ -3.3034775 -30.831388 ],[ 16.67952  -22.184433],[-23.935127  -9.854626]
SportsOneChaser_6,TTS_SportsOneChaser,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=eEm-nvXFzsE,WOONGJAE LEE,spoof,[-21.296959 -14.685203],[ -0.09067801 -12.9109745 ],[37.99656  14.200088]
20230925_ytnweather_4,YOON SUBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=OMVqiMlq5dY,KWONWOO JEONG,bonafide,[50.386806 -9.603958],[-46.339478 -10.077879],[25.480295 44.02501 ]
230913_SBSNEWS_Iphone_5,Hong YongJae,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/P3mlO4XdgR8?si=fROvPcLg_cmJl4hV,INSEOK LEE,bonafide,[47.727478    0.98180765],[-43.38909    -7.8350453],[36.860126 16.660488]
20230925_sbsnews6_8,SON SEUNGWOOK,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=4jsXXJs2t5g,KWONWOO JEONG,bonafide,[47.51438   -0.3887109],[-46.314083  -15.4839525],[31.907454  -6.0277925]
230701_Deep_1,YoonHyukJun,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=DDnXlTxpL0M,WOONGJAE LEE,bonafide,[  7.517732 -12.556629],[-48.131912   -0.8268908],[ 13.649806 -19.243952]
20230926_jtbcnews_1,PARK JINGYU,-,No,Korean,Male,Adult,Sound effect,Music,-,https://www.youtube.com/watch?v=WQ1DGLk0Yf4,KWONWOO JEONG,bonafide,[-44.286427   2.383051],[-36.969456   7.575208],[-15.128105 -53.59158 ]
221027_Hansal_10,Naeil,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=MK-sMVDG6hI,WOONGJAE LEE,bonafide,[-32.263947  31.139488],[-49.113472 -27.462439],[34.803158 30.919254]
weathercast_2,WEATHERCASTER,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=09Mg3oKLamA,KWONWOO JEONG,bonafide,[-38.933678    6.3155937],[-15.668011  21.63769 ],[ 15.368287 -14.930302]
20230927_sbsmorning_6,GO HYUNJUN,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=WlZ-5HVm4O0,KWONWOO JEONG,bonafide,[ 50.718483 -12.162844],[-32.395718    6.6657457],[ -0.46131495 -19.358305  ]
20230925_ytnweather_5,YOON SUBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=OMVqiMlq5dY,KWONWOO JEONG,bonafide,[45.89606    1.9087415],[-12.614267  44.039425],[32.82857  -4.580749]
2022_03_13_AI_WEATHER_6,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=E1XjlH0eiCM,KWONWOO JEONG,spoof,[-39.11006  -24.730902],[-49.896267 -25.873718],[ 21.586353 -56.02243 ]
230916CITYvsWHU_8,SPORT CASTER(City),-,No,English,Male,Adult,Crowded,-,-,https://youtu.be/CeZ7wk6e9V4?si=90OlaTygTqRVXdQa,INSEOK LEE,bonafide,[-22.717976  44.96943 ],[  4.0090146 -12.324597 ],[-43.02562   10.241901]
20230919_ytn_weather_8,WEATHER CASTER,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=QmLCe6Io-TA,KWONWOO JEONG,bonafide,[35.148293 21.00386 ],[ 35.58855 -27.73935],[ 6.464316 37.16998 ]
230907_MBC_BREXIT_8,Nam HyungSeok,-,No,Korean,Male,Adult,Music,-,-,https://youtu.be/d9rWp3rYolA?si=yatFrAjjZ8Pm6kc5,INSEOK LEE,bonafide,[-20.944065  -9.010141],[ 21.170057 -25.956518],[ 15.528273 -14.206272]
20230925_sbsnews1_6,KIM HYUNJIN,-,No,Korean,Male,Adult,Music,Random noise,-,https://youtu.be/N7pWnoK0EYY?si=3KOXiOqdrtAVBx-o,KWONWOO JEONG,bonafide,[-16.28083   47.381706],[-8.641282 -8.398946],[ -0.54086185 -60.438103  ]
20230928_handonghoon_4,HAN DONGHOON,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=YPDeL3eb0sM,KWONWOO JEONG,bonafide,[23.362095 -9.949925],[ 36.262672  -13.1716795],[5.0046277 4.017997 ]
todayistoday_5,TTS_todayistoday,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=jR2VnNH1Zek,WOONGJAE LEE,spoof,[-20.795454 -11.911732],[ 24.579176 -13.514081],[17.540995 45.174294]
GScampus_5,GScampus,TTS,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=eXcekCx7Bxo,WOONGJAE LEE,spoof,[-49.89699 -15.7899 ],[-38.007046   -3.9296787],[ 13.339987 -19.42532 ]
Debate_4,TTS_funshorts_1,TTS,No,Korean,Female,Teenager,Music,Sound effect,-,https://youtube.com/shorts/LGgfc-kQQM0?si=TFDhtRnlV3YhmjeW,INSEOK LEE,spoof,[-33.15027   25.946363],[  3.6851428 -19.001595 ],[  8.506355 -19.906094]
230610_Deep_7,YoonHyukJun,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=F-9SFYmO_XQ,WOONGJAE LEE,bonafide,[ 18.407742 -35.105877],[-44.668087 -21.046057],[-18.794369 -12.340304]
typecast_rion_3,TTS_rion,TTS,No,Korean,Male,Adult,-,-,-,https://app.typecast.ai/ko/editor/652e2b955203a6e70810435f,WOONGJAE LEE,spoof,[ -7.1611433 -38.498596 ],[ 42.56312  -10.039713],[10.350072 24.52919 ]
footballmagazine365_6,TTS_footballmagazine370,TTS,No,Korean,Male,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=GE8pfxQ2Whk,WOONGJAE LEE,spoof,[ 15.308851 -44.54363 ],[ 40.859406  -11.4831295],[ 9.683408 18.971315]
IU_AIcover_nomatterwhere_9,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=TDEqKZNMRHU,WOONGJAE LEE,spoof,[ -6.718012 -44.957733],[ -0.2730939 -20.915438 ],[-20.609306  10.524296]
2021_04_15_AI_ANCHOR_2,BYUN SANGWOOK,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uneZ76dIaCQ,KWONWOO JEONG,spoof,[  8.783226 -51.145756],[-47.724464 -11.469742],[ -6.1549253 -17.772009 ]
Double_10,TTS_Baseball,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/SSgZZeVSFBs?si=7wHRf6tDCCSr6Xzk,INSEOK LEE,spoof,[22.617899   4.5716357],[ 40.507008 -11.394365],[ 13.003069 -59.70828 ]
wonder0603_2,TTS_wonder0603,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=0RamuqXOhtA,WOONGJAE LEE,spoof,[-49.71334   -5.494563],[21.214134 47.902477],[-28.996975    -0.94017845]
TED_Cuddly_7,Dan Finkel,-,No,English,Male,Adult,Random noise,-,-,https://youtu.be/z-ZEfxAL9SI?si=ELtooN9Nlz1SMAHp,INSEOK LEE,bonafide,[-13.5222025  47.518955 ],[-8.8497305 -7.635051 ],[ 8.531301 35.46232 ]
HaeRin_AIcover_FirstLove_4,HaeRin,VC,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=OaVKYrhywkU,WOONGJAE LEE,spoof,[  9.43205  -15.877647],[-20.109886  19.646288],[12.301669   4.8495665]
20230925_sbsnews2_5,KIM DOGYUN,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=gGH6rg3aFFc,KWONWOO JEONG,bonafide,[-3.66649  45.966217],[-45.152214 -25.261827],[28.919067  8.150127]
20230913_sbs_news_airbnb_1,MALE NEWSCASTER,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=JIq_1VDBlEA,KWONWOO JEONG,bonafide,[49.68511  -8.818711],[ 17.089272 -15.159409],[24.721598 44.749172]
2022_11_19_AI_WEATHER_4,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=dqkJgpxh6tw,KWONWOO JEONG,spoof,[-28.954554 -23.479912],[-53.624977 -31.586685],[ 8.299844 52.498528]
20230925_sbsnews3_6,REPORTER,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=GCOiANiDgqQ,KWONWOO JEONG,bonafide,[ 51.633617 -16.73505 ],[-29.410969   6.785394],[32.662006 34.97339 ]
KBS_Soccer_Barain_3,"Lee YoungPyo, Nam HyunJong",-,Yes,Korean,Male,Adult,Music,-,-,https://youtu.be/k8duJ8fZTgA?si=lxYjhy3uhkb8MgAl,INSEOK LEE,bonafide,[-20.680967   -7.8808846],[-32.395397     0.33467326],[14.878515 51.790462]
pullnpush_2,TTS_pullnpush,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=M347-xlaVqs,WOONGJAE LEE,spoof,[-21.82978   12.888263],[41.505497 -9.336675],[17.398096  -1.4338967]
MonsterMouse_Goodbye_6,MonsterMouse,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/iJPj9U04jmU?si=vxC_zKTrOXhNisXx,INSEOK LEE,spoof,[ -5.8004227 -47.52181  ],[-3.6555486   0.88076484],[  5.991466 -16.011433]
Josubin_naver_5,TTS_Josubin,TTS,No,Korean,Female,Adult,-,-,-,https://clovadubbing.naver.com/project/2833019,WOONGJAE LEE,spoof,[-31.819971 -25.087883],[-46.32639 -33.35979],[ 7.622582 36.189983]
TOTLIV_INTERVIEW_2,Ange Postecoglou,-,No,English,Male,Adult,Random noise,-,-,https://youtu.be/-CLG0ID3KFo?si=WyWE83ZJkEqXNP6F,INSEOK LEE,bonafide,[23.158274 -9.245107],[-51.14694 -35.97873],[15.973002 19.072252]
230610_Deep_5,YoonHyukJun,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=F-9SFYmO_XQ,WOONGJAE LEE,bonafide,[ 17.737583 -36.66343 ],[  0.05286045 -21.43952   ],[-9.49518     0.40929636]
