utt,Speaker name,TTS or VC,Is multi-speaker?,Language,Gender,Age,Noise type 1,Noise type 2,Noise type 3,Source link,Collector,label
230323_DexInterview_5,Kwon EunBi,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=CHuZQoEaMOI,WOONGJAE LEE,bonafide
elle_yeji_6,YEJI,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=f3-sOcpMexE,KWONWOO JEONG,bonafide
Winter_AIcover_LoveRunAway_8,Winter,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_VWwcfmvBHQ,WOONGJAE LEE,spoof
TAKGUYAKI_6,TTS_TAKGUYAKI,TTS,No,Korean,Female,Adult,Music,Crowded,-,https://www.youtube.com/watch?v=mK66dKyyzm4,WOONGJAE LEE,spoof
wonder0603_8,TTS_wonder0603,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=0RamuqXOhtA,WOONGJAE LEE,spoof
20230106_chuninbeom_8,CHUN INBEOM,-,No,Korean,Male,Elder,Music,-,-,https://www.youtube.com/watch?v=0H5-DFnuLdI,KWONWOO JEONG,bonafide
typecast_hobin_2,TTS_hobin,TTS,No,Mixed,Male,Child,-,-,-,https://app.typecast.ai/ko/editor/652e2ca2d6b93d976b856240,WOONGJAE LEE,spoof
2023president_chusuk_6,YOON SUKYEOL,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=lVoOoebp3b8,KWONWOO JEONG,bonafide
Howtomake_AIcover_9,TTS(Hobin),TTS,Yes,Korean,Male,Mix,Music,-,-,https://youtu.be/PWQVcYml2ZA?si=ISO1e3aqKGO7RkFq,INSEOK LEE,spoof
Swiss_5,TTS_Haru,TTS,No,Korean,Female,Adult,Music,Random noise,-,https://youtu.be/Ff5hOelyONU?si=nrk6dYkX2U_rqSWs,INSEOK LEE,spoof
20230926_jtbcnews_7,PARK GEUNHYE,-,No,Korean,Female,Elder,Music,-,-,https://www.youtube.com/watch?v=WQ1DGLk0Yf4,KWONWOO JEONG,bonafide
2022_03_13_AI_WEATHER_4,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=E1XjlH0eiCM,KWONWOO JEONG,spoof
tottenham_interview_4,Ange Postecoglou,-,No,English,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=TrYHDkeccF0,KWONWOO JEONG,bonafide
kimjungeun_lol_2,KimJungEun,TTS,No,Korean,Male,Adult,Reverb,-,-,https://youtu.be/XtJ45TbTM10?si=8_LMeExbGlFAB4WE,INSEOK LEE,spoof
GangWonFC_NEWS_10,TTS_HOTISSUE,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtu.be/q5sbCEOt8lA?si=1c6gML--3E5ePADV,INSEOK LEE,spoof
choigangbaseball_talk_9_2,"Park YongTaek, Kim SunWoo",-,Yes,Korean,Male,Adult,Music,Crowded,Sound effect,https://youtu.be/tQEXsNWLF5g?si=z47ch3ZY0CO1tonY,INSEOK LEE,bonafide
YTNScienceToday_Love_5,Lee HyoJong,-,No,Korean,Male,Adult,Music,Sound effect,-,https://youtu.be/2KKk6ySUPjI?si=AoQyUOl42uqsx5dx,INSEOK LEE,bonafide
Chuucandoit_EP76_3,Chuu ( Kim Ji Woo ),-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=iXPmToPZj0c&list=PLfLDurFklIaph4F7oqHjkSsw8AwlLZPA8&index=28,WOONGJAE LEE,bonafide
20230925_sbsnews6_7,SON SEUNGWOOK,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=4jsXXJs2t5g,KWONWOO JEONG,bonafide
20230913_sbs_news_militaryminister_4,MALE NEWSCASTER,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=NdQ0pVzHkjg,KWONWOO JEONG,bonafide
Gerrard_4,TTS_DHG,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtube.com/shorts/m3SqHD_17SY?si=681I5DJ-oc0cbrl7,INSEOK LEE,spoof
Obama_DNC_Speech_10,Obama,-,No,English,Male,Adult,Music,Reverb,Crowded,https://youtu.be/t7pc2j5OGp8?si=6pd_oyj8ZCWG8hsI,INSEOK LEE,bonafide
20230913_sbs_news_airbnb_7,CITIZEN,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=JIq_1VDBlEA,KWONWOO JEONG,bonafide
20230926_jtbcnews_6,PARK GEUNHYE,-,No,Korean,Female,Elder,Music,-,-,https://www.youtube.com/watch?v=WQ1DGLk0Yf4,KWONWOO JEONG,bonafide
230723_Physical_10,Kim Egg,-,Yes,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=iG4gb4UMV8g,WOONGJAE LEE,bonafide
230714_Workman_4,JangSeoungGyu,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=eVyBWHsIHdU,WOONGJAE LEE,bonafide
TED_Blob_Riddle_5,Dan Finkel,-,No,English,Male,Adult,-,-,-,https://youtu.be/4peuImhJj44?si=v5Q4nBG83cTBiu7M,INSEOK LEE,bonafide
SportsOneChaser_5,TTS_SportsOneChaser,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=eEm-nvXFzsE,WOONGJAE LEE,spoof
todayistoday_2,TTS_todayistoday,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=jR2VnNH1Zek,WOONGJAE LEE,spoof
AMF_7,TTS_Chelzard,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/hbWLVEjaaaU?si=TpGXl6SIqvmj0nwL,INSEOK LEE,spoof
ODG_7and5_6,"5yrs_Old_Child, 7yrs_Old_Child",-,Yes,Korean,Female,Child,Random noise,-,-,https://youtu.be/xcq1_w-57Ug?si=KY6IQoUf9VZgcHyl,INSEOK LEE,bonafide
ISU_AIcover_snowflower_7,Isu,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ZJ5WnjoWSxU,WOONGJAE LEE,spoof
20230920_ytn_weather_9,WON LEEDA,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=Dd_lpyiEV68,KWONWOO JEONG,bonafide
G-Dragon_AIvoice_firstlove_4,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=h8qRj3ti_rw&list=PLdZvmNDhnFxtlF4hzxizMFtQEDLoQoL9M&index=35,WOONGJAE LEE,spoof
Leesooji_naver_1,TTS_LeeSooJi,TTS,No,Korean,Female,Adult,-,-,-,https://clovadubbing.naver.com/project/2832923,WOONGJAE LEE,spoof
Debate_9,TTS_funshorts_1,TTS,No,Korean,Female,Teenager,Music,Sound effect,-,https://youtube.com/shorts/LGgfc-kQQM0?si=TFDhtRnlV3YhmjeW,INSEOK LEE,spoof
bbc_news_korea_northkorea_5,Jean Mackenzie,-,No,English,Female,Adult,Reverb,Music,-,https://www.youtube.com/watch?v=R8BXubXr5qQ,WOONGJAE LEE,bonafide
elle_songhyegyo_2,SONG HYE GYO,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=lqanT2YWshA,KWONWOO JEONG,bonafide
Tetris_4,"Trump,Biden",TTS,Yes,English,Male,Adult,Music,Sound effect,-,https://youtu.be/FPQWufWTDeA?si=JMUEguw4E4bFehdy,INSEOK LEE,spoof
brothers_karamazov_maleAI_6,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof
KimDongYull_LikeIt_8,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/-x779MHGWWQ?si=FTt_2hWReb-5eywb,INSEOK LEE,spoof
KimKyungHo_AIcover_You_9,KimKyungHo,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=6x8R0PP9Vm4,WOONGJAE LEE,spoof
20230921_mbc_weather_6,OH YOANNA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=T4WDT4G3pxU,KWONWOO JEONG,bonafide
IU_AIcover_nomatterwhere_6,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=TDEqKZNMRHU,WOONGJAE LEE,spoof
ConanShow_Carpool_1,Conan,-,No,English,Male,Adult,Random noise,Music,-,https://youtu.be/ZtCf0d8Nz5U?si=41hJFvab0tZ-W9fV,INSEOK LEE,bonafide
230723_Physical_2,Kim Egg,-,No,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=iG4gb4UMV8g,WOONGJAE LEE,bonafide
NDH_Blueclub_4,NDH_Blueclub,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=l1mUUp0puys,WOONGJAE LEE,spoof
IU_AIcover_nomatterwhere_4,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=TDEqKZNMRHU,WOONGJAE LEE,spoof
TED_Prisoner_Riddle_9,Alex Gendler,-,No,English,Male,Adult,-,-,-,https://youtu.be/N5vJSNXPEwA?si=_tg_pXfpxedM_Cfw,INSEOK LEE,bonafide
TrumpObamaBiden_monster_9,"Biden,Trump",TTS,Yes,English,Male,Adult,Sound effect,-,-,https://youtu.be/hPB_zsXOcNQ?si=nag3CC0QrlXBIN9s,INSEOK LEE,spoof
20230927_ytnweather_8,WON LEE DA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=L-I_XTjBax8,KWONWOO JEONG,bonafide
KLAB_Argentina_5,Ha SangSeop,-,No,Korean,Male,Adult,Music,Sound effect,-,https://youtu.be/D8g4LHQln94?si=IwHykEUOIllAEVc9,INSEOK LEE,bonafide
2021_11_29_AI_WEATHER_4,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=scdueeaD-5M,KWONWOO JEONG,spoof
2023_06_03_AI_WEATHER_5,LEE JIAE,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=klmhZ7tmXRk,KWONWOO JEONG,spoof
230914_Yonhap_Messi_2,Go HyunSil,-,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/YOgGBg9yD8M?si=W3xTPwXN7zITtgNs,INSEOK LEE,bonafide
2022_01_21_AI_YOON_5,YOON SUKYOUL,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=KUNWa5UjxSg,KWONWOO JEONG,spoof
20230925_sbsnews4_1,AHN SANGWOO,-,No,Korean,Male,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=l-X7q9Pu4iQ,KWONWOO JEONG,bonafide
MissYou_ImJaeBum_7,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/cOMlxeng9D0?si=f-dxjlFyhYVc42aR,INSEOK LEE,spoof
230831_MBC_Chef_9,Lee JiSoo,-,No,Korean,Female,Adult,-,-,-,https://youtu.be/RhMH6Mz_VEQ?si=1haEzKJDs5ERUCAT,INSEOK LEE,bonafide
AMF_2,TTS_Chelzard,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/hbWLVEjaaaU?si=TpGXl6SIqvmj0nwL,INSEOK LEE,spoof
230723_Physical_1,Kim Egg,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=iG4gb4UMV8g,WOONGJAE LEE,bonafide
KimDongYull_EveryMoment_5,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/U-AlTQPpPfs?si=NXrqplUFb4lEhVia,INSEOK LEE,spoof
typecast_rion_8,TTS_rion,TTS,No,Korean,Male,Adult,-,-,-,https://app.typecast.ai/ko/editor/652e2b955203a6e70810435f,WOONGJAE LEE,spoof
youquiz_EP179_5,Yoo Jae Seok,-,Yes,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=ikndkZAj68U,WOONGJAE LEE,bonafide
2023_06_03_AI_WEATHER_10,LEE JIAE,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=klmhZ7tmXRk,KWONWOO JEONG,spoof
2021_04_17_AI_ANCHOR_1,BYUN SANGWOOK,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=Ud2vfh1T0cU,KWONWOO JEONG,spoof
ImJaeBum_HypeBoy_8,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/Fksv08A3-dE?si=epuQqKj9NPJWagGX,INSEOK LEE,spoof
GD_AIcover_HypeBoy_4,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/2wHfMukP4hk?si=6nmOX8lotxo1-Ven,INSEOK LEE,spoof
230920_SBS_japan_2,Park Sang Jin,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=KjmbHByLnT0,WOONGJAE LEE,bonafide
Howtomake_AIcover_7,TTS,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/PWQVcYml2ZA?si=ISO1e3aqKGO7RkFq,INSEOK LEE,spoof
Frontyard_2,TTS_issue,TTS,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=eXcekCx7Bxo,INSEOK LEE,spoof
20230927_handonghoon_3,REPORTER,-,No,Korean,Male,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=MNo7eHMkkuw,KWONWOO JEONG,bonafide
netflix_dp_9,"NA JOONGSEOK,  SHIN AWHI",-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=DINCkllty6k,KWONWOO JEONG,bonafide
elle_songhyegyo_9,SONG HYE GYO,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=lqanT2YWshA,KWONWOO JEONG,bonafide
20230913_sbs_news_airbnb_4,MALE NEWSCASTER,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=JIq_1VDBlEA,KWONWOO JEONG,bonafide
MonsterMouse_Goodbye_4,MonsterMouse,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/iJPj9U04jmU?si=vxC_zKTrOXhNisXx,INSEOK LEE,spoof
GD_AIcover_HypeBoy_9,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/2wHfMukP4hk?si=6nmOX8lotxo1-Ven,INSEOK LEE,spoof
230701_Deep_9,"KimGyuNam, YoonHyukJun",-,Yes,Korean,Female+Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=DDnXlTxpL0M,WOONGJAE LEE,bonafide
BrunoMars_Hypeboy_9,Bruno Mars,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/ge0Lw5I1Tw8?si=VRepHqLMng0J5AM8,INSEOK LEE,spoof
HANI_AIcover_OffMyFace_1,HANI,VC,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_jcDqhQCmK4,WOONGJAE LEE,spoof
20230925_sbsnews1_3,KIM HYUNJIN,-,No,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/N7pWnoK0EYY?si=3KOXiOqdrtAVBx-o,KWONWOO JEONG,bonafide
jeongdongwon_2,JEONG DONGWON,-,No,Korean,Male,Teenager,-,-,-,https://www.youtube.com/watch?v=k9NJZnFeois,KWONWOO JEONG,bonafide
LOL_WORLDS_REACTION_10,TTS_Hmi,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/V-cKu6-o4lE?si=4Qzau_jWntoUmA0w,INSEOK LEE,spoof
G-Dragon_AIvoice_firstlove_6,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=h8qRj3ti_rw&list=PLdZvmNDhnFxtlF4hzxizMFtQEDLoQoL9M&index=35,WOONGJAE LEE,spoof
230610_Deep_8,YoonHyukJun,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=F-9SFYmO_XQ,WOONGJAE LEE,bonafide
230716_Physical_5,Lee KangIn,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=SXSTtz25f-Y,WOONGJAE LEE,bonafide
TED_Rabbit_8,Alex Gendler,-,No,English,Male,Adult,-,-,-,https://youtu.be/XU5L4Sr93-g?si=NiVc1CPHATlgRSjw,INSEOK LEE,bonafide
TED_Blob_Riddle_1,Dan Finkel,-,No,English,Male,Adult,-,-,-,https://youtu.be/4peuImhJj44?si=v5Q4nBG83cTBiu7M,INSEOK LEE,bonafide
230511_DexInterView_1,Dex,-,No,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=WzOrmd4kMqo,WOONGJAE LEE,bonafide
2021_10_05_AI_WEATHER_10,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=lPfSRUZx_bQ,KWONWOO JEONG,spoof
Electricroad_bbcnews_5,Adrienne Murray,-,No,English,Female,Adult,Music,-,-,https://youtu.be/XpZcveIiU_8?si=S2u6ktUkJW8j3KCM,INSEOK LEE,bonafide
2022_03_02_AI_ANCHOR_1,KIM JOOHA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=4ZZJOBQD9sM,KWONWOO JEONG,spoof
2021_12_21_AI_WEATHER_7,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof
2022_02_04_AI_YOON_1,YOON SUKYOUL,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=_otam3_97as,KWONWOO JEONG,spoof
2023president_chusuk_5,KIM KUNHEE,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=lVoOoebp3b8,KWONWOO JEONG,bonafide
Donghyun_3,"Obama,Trump,Biden",TTS,Yes,English,Male,Adult,Music,-,-,https://youtu.be/Mpo-i4aphrM?si=Ha9147VoJ2do-u9L,INSEOK LEE,spoof
wkorea_danielle_5,DANIELLE,-,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=3dUhn1mLw1U,KWONWOO JEONG,bonafide
230917_MBCNEWS_PaikJongWon_4,Kwak Seung Gyu,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/FGecEhX-ToA?si=gNxSJOMhcj-QETqr,INSEOK LEE,bonafide
230917_MBCNEWS_PaikJongWon_7,PaikJongWon,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/FGecEhX-ToA?si=gNxSJOMhcj-QETqr,INSEOK LEE,bonafide
HaeRin_AIcover_FirstLove_8,HaeRin,VC,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=OaVKYrhywkU,WOONGJAE LEE,spoof
Double_5,TTS_Baseball,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/SSgZZeVSFBs?si=7wHRf6tDCCSr6Xzk,INSEOK LEE,spoof
230921_GAMST_ManchesterUnited_4,GAMST,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=5S8HBc6Q2Ng,WOONGJAE LEE,bonafide
TrumpObamaBiden_monster_3,"Biden,Obama,Trump",TTS,Yes,English,Male,Adult,Sound effect,-,-,https://youtu.be/hPB_zsXOcNQ?si=nag3CC0QrlXBIN9s,INSEOK LEE,spoof
KLAB_Argentina_8,Jeon YeJin,-,No,Korean,Female,Adult,Music,Random noise,-,https://youtu.be/D8g4LHQln94?si=IwHykEUOIllAEVc9,INSEOK LEE,bonafide
20230919_ytn_weather_2,WEATHER CASTER,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=QmLCe6Io-TA,KWONWOO JEONG,bonafide
2023_06_03_AI_WEATHER_4,LEE JIAE,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=klmhZ7tmXRk,KWONWOO JEONG,spoof
20230920_ytn_weather_4,WON LEEDA,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=Dd_lpyiEV68,KWONWOO JEONG,bonafide
230708_SBS_AI_7,Yoon YoungHyun,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=3R7ys0mEmaI,WOONGJAE LEE,bonafide
AMF_6,TTS_Chelzard,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/hbWLVEjaaaU?si=TpGXl6SIqvmj0nwL,INSEOK LEE,spoof
230925_MBC_Kangin_6,Lee KangIn,-,No,Korean,Male,Adult,Crowded,-,-,https://youtu.be/dcayLog4cak?si=-Qak-FXjo54cJ8To,INSEOK LEE,bonafide
mnet_kimchaewon_1,KIM CHAEWON,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=8uD7Gu22I-E,KWONWOO JEONG,bonafide
TrumpObamaBiden_monster_10,"Obama,Trump",TTS,Yes,English,Male,Adult,Sound effect,-,-,https://youtu.be/hPB_zsXOcNQ?si=nag3CC0QrlXBIN9s,INSEOK LEE,spoof
AMF_5,TTS_Chelzard,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/hbWLVEjaaaU?si=TpGXl6SIqvmj0nwL,INSEOK LEE,spoof
wonder0603_5,TTS_wonder0603,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=0RamuqXOhtA,WOONGJAE LEE,spoof
baseballgame_4,SPORT CASTER,-,Yes,Korean,Male,Adult,Crowded,-,-,https://m.sports.naver.com/video/1106698,KWONWOO JEONG,bonafide
TOTLIV_INTERVIEW_8,Ange Postecoglou,-,No,English,Male,Adult,Random noise,-,-,https://youtu.be/-CLG0ID3KFo?si=WyWE83ZJkEqXNP6F,INSEOK LEE,bonafide
YTNScienceToday_Love_4,Lee HyoJong,-,No,Korean,Male,Adult,Music,-,-,https://youtu.be/2KKk6ySUPjI?si=AoQyUOl42uqsx5dx,INSEOK LEE,bonafide
TED_Prisoner_Riddle_10,Alex Gendler,-,No,English,Male,Adult,-,-,-,https://youtu.be/N5vJSNXPEwA?si=_tg_pXfpxedM_Cfw,INSEOK LEE,bonafide
wkorea_danielle_3,DANIELLE,-,No,Korean,Female,Teenager,Music,Sound effect,-,https://www.youtube.com/watch?v=3dUhn1mLw1U,KWONWOO JEONG,bonafide
230921_MBC_KimHang_9,Kwak DongGun,-,No,Korean,Male,Adult,Crowded,-,-,https://youtu.be/NX_y7X_hdlI?si=6W6avDmbtHQDYlb4,INSEOK LEE,bonafide
20230106_chuninbeom_3,CHUN INBEOM,-,No,Korean,Male,Elder,Music,-,-,https://www.youtube.com/watch?v=0H5-DFnuLdI,KWONWOO JEONG,bonafide
AhnJiyoung_AIvoice_thorn_5,AhnJiyoung,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=E8uGWfCLe7I&list=PLd3BT7SpH7glxZNzZ3YtOKEWaWUhskaWv&index=6,WOONGJAE LEE,spoof
2022_11_19_AI_WEATHER_2,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=dqkJgpxh6tw,KWONWOO JEONG,spoof
TAKGUYAKI_2,TTS_TAKGUYAKI,TTS,No,Korean,Female,Adult,Music,Crowded,-,https://www.youtube.com/watch?v=mK66dKyyzm4,WOONGJAE LEE,spoof
20230925_sbsnews7_8,KIM DOGYUN,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=jP-t-Y59gzs,KWONWOO JEONG,bonafide
BUZZ_AIcover_haeyo_2,BUZZ,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=qIwMyaHbP4A,WOONGJAE LEE,spoof
20230925_ytnweather_7,YOON SUBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=OMVqiMlq5dY,KWONWOO JEONG,bonafide
bbc_news_korea_northkorea_3,Jean Mackenzie,-,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=R8BXubXr5qQ,WOONGJAE LEE,bonafide
hotsikdang_chicken_2,Kim Seon eung,-,No,Korean,Male,Adult,Random noise,Music,-,https://www.youtube.com/watch?v=tOeAX9_ggrw,WOONGJAE LEE,bonafide
20230925_sbsnews7_6,KIM DOGYUN,-,No,Korean,Male,Adult,Music,Crowded,-,https://www.youtube.com/watch?v=jP-t-Y59gzs,KWONWOO JEONG,bonafide
SportsOneChaser_8,TTS_SportsOneChaser,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=eEm-nvXFzsE,WOONGJAE LEE,spoof
2021_12_21_AI_WEATHER_5,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof
20230925_sbsnews1_8,KIM HYUNJIN,-,No,Korean,Male,Adult,Music,-,-,https://youtu.be/N7pWnoK0EYY?si=3KOXiOqdrtAVBx-o,KWONWOO JEONG,bonafide
HANI_AIcover_Pretty_10,HANI,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=VxrDni7vfOY,WOONGJAE LEE,spoof
20230507_chuninbeom_4,CHUN INBEOM,-,No,Korean,Male,Elder,Random noise,-,-,https://www.youtube.com/watch?v=XnkU2__-S3I,KWONWOO JEONG,bonafide
2022_03_02_AI_ANCHOR_2,KIM JOOHA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=4ZZJOBQD9sM,KWONWOO JEONG,spoof
Conan_WhiteHouseSpeech_3,Conan,-,No,English,Male,Adult,Reverb,-,-,https://youtu.be/mAMN2ffEUBc?si=M-J1s6UXU0azTzrH,INSEOK LEE,bonafide
brothers_karamazov_maleAI_7,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof
MonsterMouse_Goodbye_1,MonsterMouse,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/iJPj9U04jmU?si=vxC_zKTrOXhNisXx,INSEOK LEE,spoof
MonsterMouse_Goodbye_2,MonsterMouse,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/iJPj9U04jmU?si=vxC_zKTrOXhNisXx,INSEOK LEE,spoof
MonsterMouse_Goodbye_10,MonsterMouse,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/iJPj9U04jmU?si=vxC_zKTrOXhNisXx,INSEOK LEE,spoof
netflix_dp_6,ACTOR,-,Yes,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=DINCkllty6k,KWONWOO JEONG,bonafide
20230710_AI_ANCHOR_6,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=yC-edLMz5Pc,KWONWOO JEONG,spoof
TED_benifits_of_bilingual_2,Mia Nacamulli,-,No,English,Female,Adult,-,-,-,https://youtu.be/MMmOLN5zBLY?si=oZ4239CxG4ekmtJ3,INSEOK LEE,bonafide
LOL_Dopa_8,TTS_GangDo,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/QipDWk7_f0s?si=FB7uMidYTlZndUq-,INSEOK LEE,spoof
20230927_sbsmorning_2,GO HYUNJUN,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=WlZ-5HVm4O0,KWONWOO JEONG,bonafide
footballmagazine365_5,TTS_footballmagazine369,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=GE8pfxQ2Whk,WOONGJAE LEE,spoof
TED_Blob_Riddle_8,Dan Finkel,-,No,English,Male,Adult,-,-,-,https://youtu.be/4peuImhJj44?si=v5Q4nBG83cTBiu7M,INSEOK LEE,bonafide
20230925_sbsnews6_5,SON SEUNGWOOK,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=4jsXXJs2t5g,KWONWOO JEONG,bonafide
pride_and_prejudice_maleAI_4,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof
